epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,39.2387,1.44206,1.84496,1.77936,0.91668,0.81818,0.93896,0.49546,1.62547,2.18286,2.28753,0.001043,0.001043,0.001043
31,40.5606,1.3636,1.81434,1.7061,0.83576,0.92566,0.96185,0.53127,1.47697,2.44069,1.93243,0.00101,0.00101,0.00101
32,42.0212,1.41361,1.70325,1.72638,1,0.89463,0.95015,0.53141,1.48478,2.43053,1.82126,0.000977,0.000977,0.000977
33,43.3959,1.38234,1.71062,1.68447,0.91233,1,0.98,0.53267,1.47338,1.55894,1.85883,0.000944,0.000944,0.000944
34,44.7916,1.43342,1.67826,1.71192,0.90886,0.90664,0.93148,0.51992,1.53685,1.54127,1.92711,0.000911,0.000911,0.000911
35,46.0712,1.36692,1.57076,1.6565,0.9038,1,0.95479,0.50555,1.5069,1.55484,1.79165,0.000878,0.000878,0.000878
36,47.3849,1.29793,1.58586,1.60557,0.9161,0.99289,0.97167,0.51219,1.47594,1.46704,1.71849,0.000845,0.000845,0.000845
37,48.7577,1.30556,1.52339,1.55088,0.94891,0.86364,0.97634,0.53749,1.49285,1.36447,1.6448,0.000812,0.000812,0.000812
38,50.1033,1.33863,1.45913,1.57773,0.94637,0.95455,0.98939,0.53174,1.53952,1.30702,1.65653,0.000779,0.000779,0.000779
39,51.306,1.3403,1.44406,1.60251,0.98758,0.95455,0.98885,0.51257,1.55924,1.31501,1.66389,0.000746,0.000746,0.000746
40,52.6254,1.30106,1.50542,1.52946,0.99494,0.95455,0.98885,0.51391,1.60631,1.36132,1.69609,0.000713,0.000713,0.000713
41,53.9658,1.26878,1.49772,1.52392,0.95403,0.94379,0.97861,0.51502,1.62915,1.43638,1.68128,0.00068,0.00068,0.00068
42,55.2252,1.21524,1.39762,1.48875,0.9794,0.95455,0.98433,0.50599,1.68856,1.38941,1.67894,0.000647,0.000647,0.000647
43,56.5586,1.24839,1.42045,1.48269,1,0.94103,0.98643,0.52531,1.66165,1.29338,1.65733,0.000614,0.000614,0.000614
44,57.9319,1.16337,1.37259,1.42298,0.95446,0.95274,0.98758,0.53685,1.56428,1.25359,1.61465,0.000581,0.000581,0.000581
45,59.4069,1.25129,1.34973,1.54557,1,0.94523,0.99326,0.58164,1.43262,1.15661,1.65671,0.000548,0.000548,0.000548
46,60.7735,1.23068,1.3278,1.4982,0.99861,1,0.995,0.60328,1.41626,1.14511,1.63423,0.000515,0.000515,0.000515
47,62.1146,1.26924,1.35401,1.51034,1,0.98923,0.995,0.57983,1.35439,1.18218,1.5482,0.000482,0.000482,0.000482
48,63.4266,1.14781,1.32129,1.45443,0.99407,1,0.995,0.58659,1.35231,1.1668,1.51702,0.000449,0.000449,0.000449
49,64.7541,1.19972,1.30853,1.49412,0.99858,1,0.995,0.61501,1.31669,1.12267,1.47948,0.000416,0.000416,0.000416
50,66.0208,1.17571,1.28277,1.44234,0.99398,1,0.995,0.60025,1.31568,1.09904,1.47798,0.000383,0.000383,0.000383
51,78.0153,1.12871,1.22041,1.41587,0.99432,1,0.995,0.58336,1.34535,1.09846,1.50928,0.00035,0.00035,0.00035
52,79.2282,1.09851,1.23644,1.40218,0.99583,1,0.995,0.60724,1.36562,1.10578,1.52974,0.000317,0.000317,0.000317
53,80.5021,1.16533,1.24716,1.45762,0.99972,1,0.995,0.62056,1.32271,1.07912,1.50797,0.000284,0.000284,0.000284
54,81.7486,1.08333,1.18409,1.39683,0.99777,1,0.995,0.61658,1.29671,1.07157,1.49314,0.000251,0.000251,0.000251
55,82.9745,1.06612,1.20508,1.39375,0.99712,1,0.995,0.61632,1.29711,1.07471,1.49389,0.000218,0.000218,0.000218
56,84.2335,1.09713,1.1882,1.41969,0.99757,1,0.995,0.62703,1.29671,1.06645,1.48725,0.000185,0.000185,0.000185
57,85.6966,1.06822,1.1491,1.39136,0.99666,1,0.995,0.61637,1.28402,1.04163,1.47425,0.000152,0.000152,0.000152
58,87.0385,1.05139,1.16947,1.35551,0.99698,1,0.995,0.63013,1.27007,1.03766,1.46328,0.000119,0.000119,0.000119
59,88.3733,1.10831,1.1456,1.40565,0.99712,1,0.995,0.63859,1.25861,1.03464,1.45514,8.6e-05,8.6e-05,8.6e-05
60,89.7612,1.10223,1.13513,1.39034,0.99739,1,0.995,0.63854,1.25002,1.02708,1.44943,5.3e-05,5.3e-05,5.3e-05
